Date,Open,High,Low,Close,Adj Close,Volume
2006-03-02,76.051628,76.682602,76.042068,76.424477,43.551071,4622065
2006-03-03,76.013382,77.275337,76.013382,76.443596,43.561974,4554702
2006-03-06,76.395790,77.093689,76.386230,76.481834,43.583763,4926137
2006-03-07,76.491394,77.237091,76.347992,76.759079,43.741756,4530017
2006-03-08,76.720840,78.011475,76.720840,77.571701,44.204838,5826115
2006-03-09,77.686424,78.374763,77.246651,77.456978,44.139450,4508992
2006-03-10,77.466537,78.632889,77.466537,77.982796,44.439095,5007411
2006-03-13,77.973228,78.776291,77.868073,78.326958,44.635212,4781684
2006-03-14,77.925430,79.340347,77.887192,79.235184,45.152786,4725828
2006-03-15,79.015297,80.076485,79.005737,79.713196,45.425182,5617438
2006-03-16,79.760994,80.038239,78.977058,79.225624,45.147324,4497277
2006-03-17,79.684509,79.741875,79.177818,79.636711,45.381603,6709462
2006-03-20,79.455070,80.066925,79.340347,79.904396,45.534134,4048334
2006-03-21,80.133842,81.252388,79.904396,80.124283,45.659451,7744898
2006-03-22,79.684509,80.956024,79.684509,80.736137,46.008118,5197156
2006-03-23,80.525810,80.564056,79.282982,79.541107,45.327118,5340667
2006-03-24,79.340347,80.038239,79.340347,79.694077,45.414299,4391945
2006-03-27,79.330788,79.598473,78.948372,79.426384,45.261742,4089965
2006-03-28,79.216064,79.722755,78.671127,78.804970,44.907627,4715996
2006-03-29,78.585083,79.875717,78.585083,79.474190,45.288994,4594137
2006-03-30,79.235184,80.019119,79.187378,79.541107,45.327118,4672482
2006-03-31,79.302101,79.923515,78.671127,78.843208,44.929428,6131652
2006-04-03,79.082214,79.913956,79.015297,79.407265,45.250839,4311194
2006-04-04,79.397705,80.095604,79.158699,79.780113,45.463314,4030238
2006-04-05,79.665390,80.736137,79.655830,80.468452,45.855579,5777999
2006-04-06,80.019119,80.611855,79.694077,80.124283,45.659451,5171529
2006-04-07,79.923515,80.114723,78.814529,78.852776,44.934879,5583025
2006-04-10,78.652008,79.101341,78.393883,78.489487,44.727848,3794574
2006-04-11,78.231361,78.451241,77.198853,77.590820,44.215725,6233846
2006-04-12,77.533463,77.791588,77.084129,77.198853,43.992359,4084839
2006-04-13,77.609940,78.967499,77.552582,78.374763,44.662472,5020486
2006-04-17,78.317398,79.273422,77.820267,78.049713,44.477207,4847373
2006-04-18,78.288719,79.856598,78.107079,79.646271,45.387043,8269467
2006-04-19,80.258125,80.305923,77.686424,78.260040,44.597073,11040216
2006-04-20,78.059273,79.206497,78.049713,78.413002,44.684242,6524111
2006-04-21,78.862335,78.871895,77.801147,78.068832,44.488132,6398800
2006-04-24,77.724663,78.785851,77.533463,78.499046,44.733284,6907889
2006-04-25,78.346077,79.254303,78.011475,79.034416,45.038383,7171690
2006-04-26,79.196938,79.808792,79.072655,79.684509,45.408836,6954645
2006-04-27,79.063095,80.688339,79.063095,80.191208,45.697575,8550318
2006-04-28,79.837479,79.942642,78.374763,78.718925,44.858582,8579083
2006-05-01,78.957932,79.646271,78.489487,78.613770,44.798668,6287611
2006-05-02,78.499046,79.101341,78.393883,78.795410,44.902168,4535874
2006-05-03,78.910133,79.627151,78.824089,79.063095,45.054722,5984271
2006-05-04,79.225624,79.435944,78.776291,78.804970,44.907627,4149377
2006-05-05,79.302101,79.674950,79.063095,79.617592,45.370693,4711707
2006-05-08,78.967499,79.560226,78.680687,79.244743,45.321491,4033899
2006-05-09,78.862335,79.627151,78.785851,79.569794,45.507397,4260149
2006-05-10,79.254303,79.665390,78.967499,79.254303,45.326958,3588198
2006-05-11,79.015297,79.435944,78.824089,78.833649,45.086369,5517127
2006-05-12,78.843208,80.009560,78.680687,78.766731,45.048103,5947242
2006-05-15,78.202675,79.493309,78.202675,79.244743,45.321491,6042114
2006-05-16,79.349907,79.588913,78.460800,78.546844,44.922352,4659721
2006-05-17,78.154877,78.594643,77.456978,77.695984,44.435730,6209056
2006-05-18,76.959846,77.772469,76.510513,77.112808,44.102200,5694006
2006-05-19,77.304016,77.437859,76.013382,76.749519,43.894424,7341979
2006-05-22,76.319313,76.806885,75.908218,76.500954,43.752281,6538441
2006-05-23,76.720840,77.724663,76.137665,76.319313,43.648384,5236694
2006-05-24,75.860420,76.520073,75.583176,76.271507,43.621044,7729522
2006-05-25,76.376671,76.653923,76.147224,76.615677,43.817883,4178770
2006-05-26,76.634796,77.304016,76.195030,77.198853,44.151424,3745517
2006-05-30,76.816444,77.399620,76.625237,76.634796,43.828815,5281359
2006-05-31,76.625237,77.275337,76.108986,76.386230,43.686638,6678605
2006-06-01,76.376671,77.313576,76.300194,77.141495,44.118610,5090359
2006-06-02,76.959846,77.017204,75.669212,76.022942,43.478893,7564986
2006-06-05,75.621414,76.520073,75.535370,75.583176,43.227379,5811367
2006-06-06,75.583176,76.386230,75.047798,76.252388,43.610119,7584128
2006-06-07,76.271507,77.189293,75.640533,75.669212,43.276573,8289341
2006-06-08,75.095604,76.080307,73.374763,73.642448,42.117455,14094222
2006-06-09,73.843208,74.665390,73.661568,74.216064,42.445496,6417628
2006-06-12,74.216064,74.655830,73.623329,73.632889,42.111973,5151445
2006-06-13,73.747612,74.502869,73.441681,73.546844,42.062763,7713309
2006-06-14,73.546844,74.426384,73.546844,74.292542,42.489235,6316376
2006-06-15,74.426384,75.315491,73.565964,75.105164,42.953995,6986652
2006-06-16,74.990440,75.076485,74.158699,74.521988,42.620461,8507641
2006-06-19,74.474190,74.856598,73.938812,74.254303,42.467381,5545997
2006-06-20,74.416824,74.856598,73.852776,74.560226,42.642334,6406227
2006-06-21,74.560226,75.105164,74.550667,74.856598,42.811821,5814819
2006-06-22,74.722755,74.923515,73.613770,73.795410,42.204922,5819630
2006-06-23,73.757172,74.416824,73.556404,73.709366,42.155716,4728548
2006-06-26,73.652008,74.110901,73.422562,73.757172,42.183048,3606608
2006-06-27,73.919693,74.187378,72.963669,73.260040,41.898731,5854253
2006-06-28,73.164436,73.231361,72.715103,73.193115,41.860462,4594137
2006-06-29,73.508606,74.378586,73.193115,74.177818,42.423626,5699549
2006-06-30,74.282982,74.502869,73.413002,73.441681,42.002625,8275638
2006-07-03,74.130020,74.827919,73.871895,74.588913,42.658752,3323456
2006-07-05,74.569794,74.942642,74.110901,74.349907,42.522049,4233999
2006-07-06,74.177818,75.076485,74.158699,74.655830,42.697018,4532423
2006-07-07,74.655830,74.655830,72.772469,73.059273,41.783924,6947114
2006-07-10,72.829826,73.451241,72.533463,73.298279,41.920609,7483816
2006-07-11,72.896751,73.279160,72.122368,73.107079,41.811253,6366479
2006-07-12,72.724663,72.944550,71.529640,72.160614,41.269962,8757217
2006-07-13,71.711281,71.969406,70.583176,70.975143,40.591961,9157416
2006-07-14,70.975143,71.032501,70.143402,70.334610,40.225639,7277859
2006-07-17,70.124283,70.688339,69.980881,70.458893,40.296715,7136544
2006-07-18,70.458893,71.147224,69.531548,70.994263,40.602894,9066205
2006-07-19,72.657745,73.671127,72.657745,72.724663,41.592529,15205597
2006-07-20,72.399620,72.543022,71.892921,72.160614,41.269962,12776785
2006-07-21,72.170174,72.179733,71.223709,71.567879,40.930965,8757635
2006-07-24,71.625237,72.801147,71.625237,72.648186,41.548809,5869315
2006-07-25,72.648186,73.049713,71.998085,72.552582,41.494133,5836994
2006-07-26,72.160614,72.944550,72.045891,72.495216,41.461330,4048125
2006-07-27,72.495216,73.891014,72.418739,72.801147,41.636284,6735299
2006-07-28,73.021034,73.900574,72.906311,73.575523,42.079174,4357322
2006-07-31,73.078392,74.091782,72.801147,74.005737,42.325199,5629363
2006-08-01,73.279160,73.977058,72.418739,72.791588,41.630810,4609408
2006-08-02,72.858505,73.546844,72.848946,72.963669,41.729225,3434855
2006-08-03,72.657745,73.355644,72.084129,72.973228,41.734703,2893027
2006-08-04,73.279160,73.393883,72.007645,72.571701,41.505051,5295270
2006-08-07,72.304016,72.848946,71.969406,72.198853,41.291809,4048229
2006-08-08,72.304016,72.906311,71.806885,72.017204,41.352215,3969256
2006-08-09,72.237091,72.925430,72.074570,72.074570,41.385147,4686498
2006-08-10,71.892921,72.734222,71.749519,72.409180,41.577282,3361426
2006-08-11,72.026772,72.447418,71.892921,72.160614,41.434563,3865807
2006-08-14,72.705544,74.082214,72.275337,73.307838,42.093258,5227280
2006-08-15,73.518166,73.747612,72.954109,73.690247,42.312859,6260728
2006-08-16,74.072655,75.793503,73.948372,75.611855,43.416241,7726279
2006-08-17,75.458893,76.061188,75.076485,75.879539,43.569954,5790028
2006-08-18,75.889099,76.453156,75.172081,76.386230,43.860882,5647563
2006-08-21,76.013382,76.367111,75.401527,75.793503,43.520557,3845619
2006-08-22,75.793503,76.051628,75.152962,75.478012,43.339401,4243831
2006-08-23,75.478012,75.975143,74.971321,75.210327,43.185696,3583282
2006-08-24,75.430206,76.003822,75.401527,75.889099,43.575439,3633072
2006-08-25,75.717018,76.481834,75.659653,76.367111,43.849915,3585060
2006-08-28,76.395790,76.931168,76.252388,76.787766,44.091446,5501332
2006-08-29,76.539200,77.896751,76.539200,77.820267,44.684326,5448091
2006-08-30,77.686424,78.087952,77.284897,77.648186,44.585514,4904485
2006-08-31,77.724663,77.915871,77.227531,77.409180,44.448280,3960365
2006-09-01,77.562141,77.982796,77.256210,77.829826,44.689816,3445524
2006-09-05,77.619499,77.954109,77.055450,77.294456,44.382416,4151051
2006-09-06,76.759079,77.141495,76.644356,76.749519,44.069496,3899070
2006-09-07,76.386230,76.845123,75.822182,75.908218,43.586430,4093312
2006-09-08,76.099426,77.304016,75.860420,77.112808,44.278095,4705536
2006-09-11,77.055450,77.629066,76.720840,77.370934,44.426300,4512758
2006-09-12,77.571701,78.871895,77.495216,78.661568,45.167397,5985421
2006-09-13,78.632889,79.063095,78.240921,78.594643,45.128967,5146529
2006-09-14,78.298279,79.349907,78.145317,78.843208,45.271709,4461504
2006-09-15,79.550667,79.913956,79.149139,79.292542,45.529686,8581175
2006-09-18,78.929253,79.550667,78.556404,78.623329,45.145443,4620810
2006-09-19,78.365204,78.479927,77.839386,78.269600,44.942307,5322676
2006-09-20,78.747612,80.105164,78.585083,79.751434,45.793201,7870732
2006-09-21,78.977058,79.588913,77.772469,78.021034,44.799603,9318814
2006-09-22,78.154877,78.508606,77.447418,77.638626,44.580021,4550309
2006-09-25,78.059273,78.661568,77.705544,78.393883,45.013683,5944418
2006-09-26,78.298279,79.024857,78.107079,78.871895,45.288158,4949463
2006-09-27,78.393883,79.034416,78.116638,78.479927,45.063095,6151003
2006-09-28,78.250481,78.728493,78.126198,78.384323,45.008194,4803546
2006-09-29,78.298279,79.149139,78.173996,78.336517,44.980732,4990152
2006-10-02,78.164436,78.843208,77.992355,78.269600,44.942307,4689532
2006-10-03,78.279160,78.642448,77.973228,78.059273,44.821560,5061071
2006-10-04,78.059273,79.588913,78.040154,79.445503,45.617516,6400788
2006-10-05,79.168259,79.550667,78.967499,79.273422,45.518715,5184604
2006-10-06,79.282982,80.095604,78.871895,79.483749,45.639488,5586581
2006-10-09,79.483749,80.382408,79.349907,80.305923,46.111584,4696749
2006-10-10,80.028679,80.908218,79.885277,80.487572,46.215878,4929693
2006-10-11,80.449333,80.965584,80.105164,80.487572,46.215878,5450288
2006-10-12,80.497131,81.166351,80.401527,80.975143,46.495861,4876138
2006-10-13,80.736137,82.418739,80.726578,82.294456,47.253380,8146876
2006-10-16,82.294456,83.747612,81.978966,82.896751,47.599236,9030223
2006-10-17,82.533463,84.072655,82.428299,83.126198,47.730991,13907093
2006-10-18,86.529640,87.992355,85.783936,85.869980,49.306438,29157459
2006-10-19,85.850861,86.978966,85.382408,85.908218,49.328411,11162284
2006-10-20,86.080307,86.711281,85.611855,86.500954,49.668766,7730881
2006-10-23,86.089867,87.954109,86.051628,87.533463,50.261620,9269966
2006-10-24,86.912048,87.906311,86.806885,87.466537,50.223194,9646526
2006-10-25,87.198853,87.944550,86.940727,87.791588,50.409824,6403717
2006-10-26,87.791588,87.887192,87.237091,87.514343,50.250652,5219854
2006-10-27,86.912048,87.848946,86.596558,86.768639,49.822453,6108954
2006-10-30,85.850861,87.954109,85.850861,87.476097,50.228664,5851324
2006-10-31,87.476097,88.604210,87.476097,88.269600,50.684319,9693596
2006-11-01,88.432121,88.604210,87.476097,87.762909,50.393356,6114602
2006-11-02,87.762909,87.906311,87.237091,87.648186,50.327499,5120275
2006-11-03,87.724663,88.279160,87.170174,87.390060,50.179268,4713694
2006-11-06,87.476097,88.661568,87.476097,88.527725,50.832527,6527668
2006-11-07,88.355644,89.292542,88.346077,88.671127,50.914867,7641239
2006-11-08,88.193115,88.833649,87.963669,88.518166,50.991951,6299221
2006-11-09,88.518166,89.091782,88.307838,88.355644,50.898342,4726769
2006-11-10,88.240921,88.288719,87.600380,87.724663,50.534863,5616602
2006-11-13,87.523903,88.365204,87.390060,88.021034,50.705589,4558782
2006-11-14,87.954109,89.187378,87.619499,89.187378,51.377468,6143158
2006-11-15,88.986618,89.177818,88.470360,89.015297,51.278381,4364749
2006-11-16,88.977058,89.483749,88.527725,89.359467,51.476608,4363389
2006-11-17,89.311661,89.913956,89.206497,89.684509,51.663864,5492546
2006-11-20,89.483749,89.674950,88.919693,89.149139,51.355450,5241088
2006-11-21,88.919693,89.321220,88.766731,88.986618,51.261841,3208919
2006-11-22,88.814529,89.617592,88.718925,89.407265,51.504147,3505878
2006-11-24,88.957932,89.627151,88.891014,89.244743,51.410553,2227771
2006-11-27,88.632889,89.139580,87.112808,87.428299,50.364159,6573064
2006-11-28,86.663483,87.543022,86.453156,87.332695,50.309078,5190357
2006-11-29,87.332695,87.629066,87.007645,87.495216,50.402687,4835658
2006-11-30,87.332695,88.413002,87.237091,87.877632,50.622986,6768352
2006-12-01,87.858505,87.868073,86.567879,87.237091,50.254002,5695888
2006-12-04,88.432121,89.818359,88.193115,89.397705,51.498638,7853263
2006-12-05,89.397705,90.478012,89.330788,90.325050,52.032856,7202965
2006-12-06,90.325050,90.697899,89.875717,89.980881,51.834591,6220876
2006-12-07,89.866158,90.277245,89.435944,90.086044,51.895172,4509097
2006-12-08,89.531548,90.239006,89.359467,89.732315,51.691406,4330440
2006-12-11,89.598473,90.200768,89.445503,89.521988,51.570251,3618323
2006-12-12,89.483749,90.678780,89.196938,89.980881,51.834591,8141855
2006-12-13,90.611855,91.137665,90.344170,90.602295,52.192558,6737600
2006-12-14,90.793503,91.510513,90.382408,91.166351,52.517483,4857729
2006-12-15,91.405357,91.586998,90.869980,91.108986,52.484463,8458479
2006-12-18,90.774376,91.931168,90.630974,91.242828,52.561539,8352205
2006-12-19,90.917786,92.151054,90.736137,91.778206,52.869965,5160127
2006-12-20,91.873802,92.256210,91.491394,91.778206,52.869965,3822712
2006-12-21,91.567879,92.256210,91.328873,91.692162,52.820389,4608258
2006-12-22,91.539200,91.759079,91.051628,91.061188,52.456917,3170949
2006-12-26,90.822182,91.596558,90.745697,91.453156,52.682693,2383520
2006-12-27,92.065010,92.954109,92.036331,92.925430,53.530827,4781894
2006-12-28,92.839386,93.116638,92.609940,92.705544,53.404152,4708778
2006-12-29,92.734222,93.575523,92.571701,92.877632,53.503300,4660871
2007-01-03,92.906311,94.072655,92.026772,92.992355,53.569386,9619853
2007-01-04,92.973228,94.445503,92.619499,93.986618,54.142117,11008627
2007-01-05,93.307838,93.642448,92.648186,93.135757,53.652020,7553480
2007-01-08,94.168259,95.124283,94.024857,94.550667,54.467045,10815640
2007-01-09,94.722755,95.917786,94.713196,95.669212,55.111446,11619177
2007-01-10,94.168259,94.694077,93.623329,94.541107,54.461555,9147061
2007-01-11,94.646271,95.506691,94.168259,94.311661,54.329407,8368732
2007-01-12,94.636711,95.305923,94.168259,94.971321,54.709423,6941779
2007-01-16,95.028679,96.405357,94.933075,96.386230,55.524483,10043901
2007-01-17,96.261948,96.462715,95.506691,95.621414,55.083893,8577932
2007-01-18,95.411087,95.554497,94.560226,95.076485,54.769993,15309361
2007-01-19,90.822182,92.590820,90.391968,91.940727,52.963577,27233447
2007-01-22,92.179733,92.954109,91.892921,92.839386,53.481285,14162108
2007-01-23,92.648186,93.097511,91.969406,92.810707,53.464745,10812920
2007-01-24,92.810707,93.288719,92.332695,93.116638,53.640984,5962200
2007-01-25,92.944550,93.613770,92.944550,93.221794,53.701557,6486560
2007-01-26,93.231361,93.527725,92.581261,93.164436,53.668522,6036571
2007-01-29,93.403442,94.321220,93.164436,94.206497,54.268814,7630361
2007-01-30,94.235184,95.076485,94.168259,95.000000,54.725922,7508083
2007-01-31,94.455070,95.105164,94.024857,94.789673,54.604752,6728500
2007-02-01,94.617592,94.818359,93.652008,94.646271,54.522160,6914792
2007-02-02,94.741875,95.344170,94.531548,94.808792,54.615765,6962490
2007-02-05,94.808792,96.022942,94.550667,95.965584,55.282131,8561301
2007-02-06,95.602295,95.984703,95.162521,95.458893,54.990257,6833309
2007-02-07,95.411087,95.946465,94.760994,95.162521,54.984737,8052317
2007-02-08,94.550667,95.353729,94.311661,95.239006,55.028934,6435201
2007-02-09,95.143402,95.315491,93.508606,94.216064,54.437859,6381018
2007-02-12,94.455070,94.837479,93.900574,94.244743,54.454422,5576226
2007-02-13,94.263863,94.397705,93.499046,93.967499,54.294266,5965129
2007-02-14,94.168259,95.057358,93.929253,94.837479,54.796928,5904461
2007-02-15,94.703636,95.143402,94.149139,94.569794,54.642262,5824756
2007-02-16,94.760994,94.885277,94.292542,94.636711,54.680916,5021532
2007-02-20,94.321220,95.086044,94.216064,94.980881,54.879807,4313913
2007-02-21,94.550667,95.000000,94.359467,94.732315,54.736156,4500310
2007-02-22,94.455070,95.124283,93.470360,94.168259,54.410263,6171505
2007-02-23,94.072655,94.110901,93.126198,93.432121,53.984928,6648167
2007-02-26,93.556404,93.556404,92.217972,92.648186,53.531975,6194517
2007-02-27,91.778206,91.787766,88.795410,89.827919,51.902412,12548548
2007-02-28,89.588913,89.952202,88.403442,88.852776,51.338978,12752414
2007-03-01,86.281075,88.957932,84.866158,88.212234,50.968868,13457522
2007-03-02,87.954109,88.307838,86.845123,86.902489,50.212105,9886060
2007-03-05,86.281075,88.097511,86.137665,87.772469,50.714783,10789385
2007-03-06,88.336517,89.760994,88.202675,89.674950,51.814034,9606673
2007-03-07,89.837479,90.678780,89.502869,89.808792,51.891357,10741479
2007-03-08,90.344170,90.650093,88.451241,88.910133,51.372120,7744479
2007-03-09,89.369026,89.866158,88.738052,89.177818,51.526775,6624318
2007-03-12,89.187378,90.028679,88.881454,89.971321,51.985275,5785740
2007-03-13,89.732315,90.315491,88.546844,88.632889,51.211914,7885899
2007-03-14,88.575523,89.894836,88.049713,89.636711,51.791935,9114739
2007-03-15,89.292542,89.837479,89.005737,89.340347,51.620689,6181860
2007-03-16,90.296364,90.296364,88.929253,89.149139,51.510227,9130220
2007-03-19,89.818359,90.172081,89.282982,89.856598,51.918972,4778233
2007-03-20,89.866158,90.372849,89.435944,90.344170,52.200699,4769760
2007-03-21,90.344170,91.596558,89.703636,91.166351,52.675774,8018218
2007-03-22,90.917786,91.242828,90.487572,91.003822,52.581841,5962618
2007-03-23,90.650093,91.032501,90.487572,90.850861,52.493458,4615475
2007-03-26,90.822182,91.061188,90.172081,90.822182,52.476910,7038952
2007-03-27,90.544930,90.850861,90.057358,90.564056,52.327747,4911807
2007-03-28,89.770554,90.841301,89.674950,90.114723,52.068130,8501888
2007-03-29,90.497131,90.927345,89.827919,90.411087,52.239380,7166669
2007-03-30,90.095604,90.583176,89.455070,90.114723,52.068130,7989453
2007-04-02,90.353729,91.300194,89.923515,91.022942,52.592888,6154350
2007-04-03,91.252388,91.998085,91.137665,91.873802,53.084541,5994417
2007-04-04,91.586998,92.208412,91.367111,91.978966,53.145260,4472905
2007-04-05,91.759079,92.495216,91.539200,92.275337,53.316521,3459227
2007-04-09,92.189293,92.676865,91.892921,92.370934,53.371761,5073728
2007-04-10,92.160614,92.543022,91.931168,92.217972,53.283379,3761834
2007-04-11,92.265778,92.447418,90.774376,90.975143,52.565273,6209997
2007-04-12,90.850861,91.606117,90.372849,91.462715,52.846992,7411224
2007-04-13,91.539200,91.539200,90.430206,90.755257,52.438240,6305079
2007-04-16,90.812622,92.065010,90.554497,91.950287,53.128731,7180895
2007-04-17,92.065010,93.365204,91.797325,92.848946,53.647972,10736144
2007-04-18,90.630974,91.692162,90.248566,90.630974,52.366425,16601798
2007-04-19,90.344170,90.697899,89.866158,90.143402,52.084690,9880098
2007-04-20,90.841301,90.965584,89.780113,90.420647,52.244888,9769954
2007-04-23,90.975143,91.520073,90.869980,91.022942,52.592888,7580780
2007-04-24,92.954109,95.506691,92.954109,94.158699,54.404716,22437432
2007-04-25,94.397705,97.227531,94.388145,96.998085,56.045341,15509356
2007-04-26,96.558319,97.036331,95.803062,96.462715,55.735989,9004491
2007-04-27,95.889099,96.720840,95.659653,96.720840,55.885143,6423904
2007-04-30,96.663483,98.470360,96.529640,97.715103,56.459618,10512718
2007-05-01,97.571701,98.632889,97.562141,98.632889,56.989910,9068925
2007-05-02,98.279160,98.604210,97.638626,97.724663,56.465134,7134034
2007-05-03,97.275337,98.470360,96.892921,98.279160,56.785526,7638101
2007-05-04,98.231361,98.499046,97.753349,98.432121,56.873901,5716181
2007-05-07,98.240921,98.632889,97.896751,98.623329,56.984356,5878625
2007-05-08,97.915871,98.843208,97.715103,98.747612,57.278301,6239390
2007-05-09,99.359467,100.143402,99.139580,99.789673,57.882751,8794873
2007-05-10,99.254303,100.487572,99.149139,100.076485,58.049110,9371951
2007-05-11,100.086044,101.328873,100.066925,101.319313,58.769985,6303301
2007-05-14,101.156792,101.577438,100.181641,100.927345,58.542629,5996300
2007-05-15,100.764816,101.147224,100.095604,100.219887,58.132286,6384993
2007-05-16,100.478012,101.233269,99.933075,101.214149,58.708988,5871721
2007-05-17,100.965584,101.558319,100.124283,100.678780,58.398457,8060894
2007-05-18,101.185471,103.298279,100.956024,103.240921,59.884636,10310945
2007-05-21,102.934990,103.250481,102.170174,102.332695,59.357807,7857761
2007-05-22,102.246651,102.533463,101.347992,102.007645,59.169277,5557712
2007-05-23,102.103249,102.294456,100.621414,100.936905,58.548176,4599157
2007-05-24,100.812622,101.319313,99.015297,99.378586,57.644302,7244910
2007-05-25,99.330788,100.793503,99.282982,100.554497,58.326370,6404658
2007-05-29,100.927345,101.940727,100.669212,101.252388,58.731174,5669634
2007-05-30,100.764816,102.390060,100.583176,102.227531,59.296806,7741446
2007-05-31,102.543022,102.934990,101.338432,101.912048,59.113819,5332194
2007-06-01,101.931168,102.523903,101.357552,101.854683,59.080524,5532503
2007-06-04,101.816444,101.902489,100.936905,101.558319,58.908630,4780115
2007-06-05,101.864243,101.864243,100.898659,101.185471,58.692375,5485433
2007-06-06,100.860420,100.869980,97.887192,97.906311,56.790321,32186152
2007-06-07,97.954109,98.632889,97.093689,97.323135,56.452030,15046292
2007-06-08,97.323135,98.671127,97.275337,98.537285,57.156296,8594250
2007-06-11,98.346077,99.426384,97.992355,98.680687,57.239475,8266643
2007-06-12,98.575523,98.642448,97.657745,97.839386,56.751480,5835006
2007-06-13,98.326958,98.718925,97.609940,98.585083,57.184006,6733730
2007-06-14,98.565964,99.655830,98.288719,99.282982,57.588837,5403218
2007-06-15,99.636711,100.564056,99.311661,100.468452,58.276455,9866186
2007-06-18,100.640533,101.003822,100.277245,100.697899,58.409557,6651723
2007-06-19,100.315491,101.969406,100.286804,101.816444,59.058357,6018684
2007-06-20,101.816444,102.313576,101.290634,101.338432,58.781120,6842409
2007-06-21,101.118546,102.294456,100.965584,101.912048,59.113819,5844839
2007-06-22,101.300194,101.759079,99.847038,99.847038,57.916031,11305691
2007-06-25,100.124283,101.118546,99.904396,100.478012,58.281994,8866314
2007-06-26,100.478012,101.395790,100.210327,100.697899,58.409557,5470162
2007-06-27,100.143402,100.831741,99.808792,100.793503,58.465015,5652375
2007-06-28,100.879539,102.217972,100.592735,101.290634,58.753376,5680721
2007-06-29,101.300194,101.892921,99.521988,100.621414,58.365189,7341246
2007-07-02,100.755257,101.147224,99.980881,100.391968,58.232094,4917560
2007-07-03,100.860420,102.370934,100.611855,101.892921,59.102726,4411923
2007-07-05,101.634796,103.623329,101.319313,103.298279,59.917877,6977761
2007-07-06,103.049713,104.837479,102.925430,104.235184,60.461369,9390151
2007-07-09,103.948372,104.541107,103.441681,104.177818,60.428074,6324430
2007-07-10,103.776291,104.349907,103.489487,103.852776,60.239540,6494928
2007-07-11,103.537285,104.780113,103.489487,104.302101,60.500164,6158639
2007-07-12,104.541107,104.827919,103.460800,104.474190,60.599964,9983129
2007-07-13,103.967499,104.397705,103.346077,103.824089,60.222881,7451809
2007-07-16,103.795410,105.200768,103.652008,104.837479,60.810703,9271953
2007-07-17,104.837479,106.567879,104.636711,105.898659,61.426258,7970415
2007-07-18,105.401527,106.959846,105.200768,106.195030,61.598141,10621189
